25.000000	25.000000	1.000000	
25.433174	25.901310	1.122785	
25.882013	26.794923	1.105330	
26.315187	27.696233	1.122785	
26.764026	28.589846	1.105330	
27.197200	29.491156	1.122785	
27.646039	30.384769	1.105330	
28.079213	31.286079	1.122785	
28.528052	32.179692	1.105330	
28.992420	33.065334	1.087875	
29.441260	33.958946	1.105330	
29.996166	34.790859	0.982546	
30.701314	35.499920	0.788166	
31.393977	36.221181	0.805621	
32.099124	36.930242	0.788166	
32.984992	37.394180	0.482435	
33.862627	37.873509	0.499890	
34.748495	38.337446	0.482435	
35.626130	38.816775	0.499890	
36.511998	39.280713	0.482435	
37.412410	38.845675	-0.450080	
37.866463	37.954701	-1.099488	
37.737273	36.963081	-1.700348	
37.590795	35.973867	-1.717803	
37.461606	34.982247	-1.700348	
37.315128	33.993033	-1.717803	
37.796659	33.116604	-1.068396	
38.262819	32.231903	-1.085851	
39.000259	31.556491	-0.741523	
40.000187	31.568523	0.012031	
41.000172	31.563099	-0.005424	
42.000100	31.575130	0.012031	
43.000085	31.569706	-0.005424	
44.000013	31.581737	0.012031	
44.985527	31.751329	0.170416	
45.967931	31.938097	0.187871	
46.953446	32.107689	0.170416	
47.935850	32.294456	0.187871	
48.921364	32.464048	0.170416	
49.903768	32.650816	0.187871	
50.889283	32.820408	0.170416	
51.871687	33.007175	0.187871	
52.857201	33.176767	0.170416	
53.839605	33.363535	0.187871	
54.825120	33.533127	0.170416	
55.807524	33.719894	0.187871	
56.793038	33.889486	0.170416	
57.775442	34.076254	0.187871	
58.760957	34.245846	0.170416	
59.743361	34.432613	0.187871	
60.728875	34.602205	0.170416	
61.711279	34.788973	0.187871	
62.682551	35.026945	0.240278	
63.664955	35.213712	0.187870	
64.650470	35.383303	0.170415	
65.632874	35.570070	0.187870	
66.618389	35.739661	0.170415	
67.600793	35.926427	0.187870	
68.586308	36.096018	0.170415	
69.568712	36.282785	0.187870	
70.554226	36.452376	0.170415	
71.536631	36.639142	0.187870	
72.522145	36.808733	0.170415	
73.504550	36.995500	0.187870	
74.490064	37.165091	0.170415	
75.472468	37.351858	0.187870	
76.457983	37.521449	0.170415	
77.440387	37.708215	0.187870	
78.425902	37.877806	0.170415	
79.408306	38.064573	0.187870	
80.393821	38.234164	0.170415	
81.376225	38.420931	0.187870	
82.361740	38.590522	0.170415	
83.344144	38.777288	0.187870	
84.315416	39.015261	0.240278	
85.297820	39.202027	0.187870	
86.283335	39.371619	0.170415	
87.265739	39.558385	0.187870	
88.251253	39.727976	0.170415	
89.233658	39.914743	0.187870	
90.219172	40.084334	0.170415	
91.201577	40.271100	0.187870	
92.187091	40.440691	0.170415	
93.169495	40.627458	0.187870	
94.155010	40.797049	0.170415	
95.137414	40.983816	0.187870	
96.122929	41.153407	0.170415	
97.105333	41.340173	0.187870	
98.090848	41.509764	0.170415	
99.073252	41.696531	0.187870	
100.058766	41.866122	0.170415	
101.041171	42.052889	0.187870	
102.026685	42.222480	0.170415	
103.009090	42.409246	0.187870	
103.889722	42.883046	0.493601	
104.778490	43.341403	0.476146	
105.659123	43.815203	0.493601	
106.547891	44.273559	0.476146	
107.428524	44.747359	0.493601	
108.317292	45.205716	0.476146	
109.197925	45.679516	0.493601	
110.086693	46.137873	0.476146	
110.768568	46.869341	0.820473	
111.463106	47.588797	0.803018	
112.170096	48.296021	0.785563	
112.864635	49.015476	0.803018	
113.571625	49.722700	0.785563	
114.266163	50.442155	0.803018	
114.973153	51.149379	0.785563	
115.667691	51.868835	0.803018	
116.374682	52.576058	0.785563	
117.069220	53.295514	0.803018	
117.776210	54.002737	0.785563	
118.470748	54.722193	0.803018	
119.177738	55.429417	0.785563	
119.872277	56.148872	0.803018	
120.579267	56.856096	0.785563	
121.273805	57.575551	0.803018	
121.980795	58.282775	0.785563	
122.675333	59.002231	0.803018	
123.382323	59.709454	0.785563	
124.076862	60.428910	0.803018	
124.783852	61.136133	0.785563	
125.478390	61.855589	0.803018	
126.185380	62.562813	0.785563	
126.879918	63.282268	0.803018	
127.561793	64.013737	0.820473	
128.256332	64.733193	0.803018	
128.963322	65.440416	0.785563	
129.657860	66.159872	0.803018	
130.364850	66.867095	0.785563	
131.059388	67.586551	0.803018	
131.766379	68.293775	0.785563	
132.460917	69.013230	0.803018	
133.167907	69.720454	0.785563	
133.862445	70.439910	0.803018	
134.569435	71.147133	0.785563	
135.263974	71.866589	0.803018	
135.995246	72.548674	0.750610	
136.689785	73.268129	0.803018	
137.396775	73.975353	0.785563	
138.091313	74.694809	0.803018	
138.798303	75.402032	0.785563	
139.492842	76.121488	0.803018	
140.199832	76.828711	0.785563	
140.894370	77.548167	0.803018	
141.601360	78.255391	0.785563	
142.295898	78.974846	0.803018	
143.002888	79.682070	0.785563	
143.697427	80.401525	0.803018	
144.404417	81.108749	0.785563	
145.098955	81.828205	0.803018	
145.805945	82.535428	0.785563	
146.500483	83.254884	0.803018	
146.979759	84.132548	1.070967	
146.970062	85.132501	1.580493	
146.977821	86.132471	1.563038	
146.968125	87.132424	1.580493	
146.975883	88.132394	1.563038	
146.790344	89.115031	1.757417	
145.982683	89.704678	2.510971	
144.996152	89.868254	2.977278	
144.104604	90.321179	2.671549	
143.364783	90.993984	2.403600	
142.636819	91.679599	2.386144	
141.920933	92.377816	2.368689	
141.448399	93.259129	2.062959	
140.991320	94.148555	2.045504	
140.518787	95.029868	2.062959	
140.333433	96.012539	1.757229	
140.452449	97.005432	1.451498	
140.554116	98.000250	1.468953	
140.568470	99.000147	1.556442	
140.389415	99.983986	1.750822	
139.989986	100.900750	1.981690	
139.810932	101.884589	1.750822	
139.649076	102.871404	1.733367	
138.992041	103.625264	2.287676	
138.524938	104.509467	2.056808	
138.042473	105.385382	2.074263	
137.575369	106.269584	2.056808	
137.092904	107.145500	2.074263	
136.625801	108.029702	2.056808	
136.446495	109.013496	1.751077	
136.284387	110.000269	1.733622	
136.279945	111.000259	1.575238	
136.292958	112.000174	1.557783	
136.288517	113.000164	1.575238	
136.301530	114.000080	1.557783	
136.297088	115.000070	1.575238	
136.742708	115.895292	1.108930	
137.172634	116.798156	1.126385	
137.618253	117.693379	1.108930	
138.048179	118.596243	1.126385	
138.493798	119.491466	1.108930	
138.923724	120.394330	1.126385	
139.369344	121.289552	1.108930	
139.799270	122.192416	1.126385	
140.244889	123.087639	1.108930	
140.643001	124.004976	1.161339	
141.088621	124.900198	1.108930	
141.518547	125.803062	1.126385	
141.964166	126.698285	1.108930	
142.394092	127.601149	1.126385	
142.839711	128.496372	1.108930	
143.269637	129.399236	1.126385	
143.715257	130.294458	1.108930	
144.145183	131.197322	1.126385	
144.590802	132.092545	1.108930	
145.020728	132.995409	1.126385	
145.466348	133.890631	1.108930	
145.896274	134.793496	1.126385	
146.341893	135.688718	1.108930	
146.771819	136.591582	1.126385	
147.217438	137.486805	1.108930	
147.647364	138.389669	1.126385	
148.092984	139.284891	1.108930	
148.522910	140.187755	1.126385	
148.968529	141.082978	1.108930	
149.398455	141.985842	1.126385	
149.994681	142.788659	0.932005	
150.684744	143.512408	0.809220	
151.387335	144.224003	0.791765	
152.077398	144.947752	0.809220	
152.779988	145.659346	0.791765	
153.470051	146.383095	0.809220	
154.172642	147.094690	0.791765	
155.056834	147.561813	0.486034	
155.949045	148.013432	0.468579	
156.935814	148.175561	0.162848	
157.841411	147.751421	-0.438012	
157.739475	146.756630	-1.672909	
157.904552	145.770349	-1.404960	
158.086819	144.787100	-1.387505	
158.556582	143.904308	-1.081774	
159.270273	143.203847	-0.776043	
159.996081	142.515949	-0.758588	
160.709772	141.815488	-0.776043	
161.435580	141.127591	-0.758588	
162.334781	140.690054	-0.452857	
163.226207	140.236890	-0.470312	
164.125408	139.799353	-0.452857	
165.114604	139.652757	-0.147126	
166.106209	139.523449	-0.129671	
167.095405	139.376852	-0.147126	
168.087010	139.247544	-0.129671	
169.076206	139.100948	-0.147126	
170.067810	138.971640	-0.129671	
171.067398	139.000349	0.028713	
172.049947	139.186356	0.187097	
173.035592	139.355186	0.169642	
174.018140	139.541194	0.187097	
174.899138	140.014313	0.492828	
175.788261	140.471983	0.475373	
176.669259	140.945103	0.492828	
177.366999	141.661454	0.798559	
178.052129	142.389875	0.816014	
177.997155	143.388363	1.625798	
177.820304	144.372600	1.748583	
176.985613	144.923320	2.558367	
176.273018	145.624895	2.363987	
175.548286	146.313926	2.381442	
174.835691	147.015501	2.363987	
174.644545	147.997063	1.763126	
174.470560	148.981811	1.745671	
174.313789	149.969446	1.728216	
175.000000	150.000000	1.728216	
